unix_time,st_marker_id,count,latitude,longitude
1462140000,11700E,2,-37.8106835068,144.972959971
1462140000,11702E,1,-37.8106074893,144.972952611
1462140000,11703W,1,-37.8101417903,144.972714171
1462140000,11705W,2,-37.8100862395,144.972722574
1462140000,11707W,1,-37.8100306886,144.972730976
1462140000,11708E,2,-37.8103763149,144.972941661
1462140000,11710E,1,-37.810317303,144.97294098
1462140000,11714E,1,-37.8102058191,144.972946883
1462140000,11716E,1,-37.8101533807,144.972952377
1462140000,11718E,1,-37.810098072,144.972958426
1462140000,11720E,1,-37.8100403329,144.972965292
1462140000,11722E,3,-37.8099827288,144.972973233
1462140000,11724E,1,-37.8099240645,144.972981581
1462140000,11726E,2,-37.8098648063,144.972989661
1462140000,11730E,1,-37.8097165879,144.973009108
1462140000,11740E,1,-37.8103152484,144.975656934
1462140000,11742E,1,-37.8102867053,144.975661744
1462140000,11744E,1,-37.810256045,144.975666157
1462140000,11746E,1,-37.8102278057,144.975671342
1462140000,11748E,1,-37.8101956494,144.975676336
1462140000,11750E,1,-37.8101653923,144.975681435
1462140000,11751W,1,-37.8103253561,144.975373088
1462140000,11752E,1,-37.8101352598,144.975686256
1462140000,11754E,1,-37.8101056714,144.97569092
1462140000,11756E,1,-37.8100763067,144.975695718
1462140000,11758E,1,-37.8100492013,144.975700717
1462140000,11760E,1,-37.8100189403,144.975705468
1462140000,11762E,1,-37.8099879703,144.975710364
1462140000,11764E,2,-37.809958053,144.975715348
1462140000,11766E,1,-37.809928006,144.975720215
1462140000,11768E,1,-37.809899638,144.975725305
1462140000,1177W,1,-37.8134961452,144.9598818
1462140000,11780E,1,-37.8111979545,144.975545654
1462140000,11782E,1,-37.8111414068,144.975555352
1462140000,11783W,1,-37.8115891558,144.975380626
1462140000,11784E,1,-37.8110855667,144.975565121
1462140000,11785W,1,-37.8115306722,144.975389809
1462140000,11786E,1,-37.8110279506,144.975574988
1462140000,11788E,1,-37.810970809,144.975584877
1462140000,11804E,1,-37.8140467226,144.977738839
1462140000,11806E,1,-37.8139949218,144.97774751
1462140000,11808E,1,-37.8139431268,144.977756184
1462140000,11810E,1,-37.8138913337,144.977764856
1462140000,11812E,1,-37.8138395306,144.97777353
1462140000,11814E,1,-37.8137877289,144.977782203
1462140000,11816E,1,-37.8137355853,144.977790933
1462140000,11818E,1,-37.8136839943,144.977799572
1462140000,11820E,1,-37.8136327461,144.977808151
1462140000,11822E,1,-37.8135813506,144.977816757
1462140000,11824E,1,-37.8135299533,144.977825363
1462140000,11826E,1,-37.8134781498,144.977834036
1462140000,11828E,1,-37.8134263485,144.977842709
1462140000,11830E,1,-37.8133745472,144.977851382
1462140000,11834E,1,-37.8131704207,144.977885086
1462140000,11836E,1,-37.8131187532,144.977893545
1462140000,11838E,1,-37.8130669325,144.977902031
1462140000,11840E,1,-37.8130150092,144.97791066
1462140000,11842E,1,-37.8129631109,144.977919417
1462140000,11844E,1,-37.8129113155,144.977928178
1462140000,11846E,1,-37.812859408,144.977936959
1462140000,11848E,1,-37.8128075017,144.97794574
1462140000,11852E,1,-37.8127057569,144.977962951
1462140000,11854E,1,-37.8126539154,144.977971721
1462140000,11856E,1,-37.8126021642,144.977980469
1462140000,11858E,1,-37.8125511443,144.977989105
1462140000,11860E,1,-37.8125007545,144.977997629
1462140000,11862E,1,-37.8124490172,144.978006381
1462140000,11870E,1,-37.8108497636,144.978271917
1462140000,11871W,1,-37.8114547858,144.977940812
1462140000,11872E,1,-37.810797077,144.978280673
1462140000,11873W,1,-37.8114003797,144.977950007
1462140000,11874E,1,-37.8107436762,144.978289509
1462140000,11875W,1,-37.8113459837,144.977959206
1462140000,11876E,1,-37.8106914335,144.978298251
1462140000,11877W,1,-37.8112915998,144.977968414
1462140000,11879W,1,-37.8112372182,144.977977673
1462140000,11880E,1,-37.8105891983,144.978315621
1462140000,11881W,1,-37.8111828095,144.977986957
1462140000,11882E,1,-37.8105370074,144.978324327
1462140000,11883W,1,-37.8107557247,144.978048161
1462140000,11885W,3,-37.8107063608,144.978056421
1462140000,11886E,1,-37.8104330185,144.978341984
1462140000,11887W,1,-37.8105529418,144.978081744
1462140000,11888E,1,-37.8103812309,144.978350647
1462140000,11889W,1,-37.8105027498,144.978090006
1462140000,11890E,1,-37.8103302947,144.978359222
1462140000,11891W,1,-37.8104499399,144.978098867
1462140000,11893W,1,-37.810396254,144.978107713
1462140000,11894E,1,-37.8102293299,144.978376174
1462140000,11895W,1,-37.8103460408,144.978115932
1462140000,11896E,1,-37.8101785852,144.978384669
1462140000,11897W,1,-37.8102641316,144.978129472
1462140000,11898E,1,-37.8101283696,144.978393127
1462140000,11899W,1,-37.8102123801,144.978137937
1462140000,11901W,1,-37.8101619742,144.978146245
1462140000,11923W,1,-37.8157776738,144.982520059
1462140000,11925W,1,-37.8157205987,144.982529806
1462140000,11927W,1,-37.8156643774,144.982539414
1462140000,11929W,1,-37.8156116514,144.982548366
1462140000,11931W,1,-37.815562424,144.982556777
1462140000,11933W,1,-37.8155118232,144.982565349
1462140000,11935W,2,-37.8154600955,144.982574223
1462140000,11937W,1,-37.8154076495,144.982583125
1462140000,11939W,2,-37.8153555876,144.982592002
1462140000,11941W,1,-37.8153044256,144.982600822
1462140000,11943W,2,-37.8152534064,144.982609451
1462140000,11945W,2,-37.8152023227,144.98261818
1462140000,11947W,1,-37.815149953,144.982627009
1462140000,11949W,1,-37.8150980483,144.982635811
1462140000,11953W,1,-37.8149954497,144.982653302
1462140000,11955W,1,-37.8149439539,144.982662057
1462140000,11957W,1,-37.8148917548,144.982670909
1462140000,11959W,1,-37.8148401119,144.982679695
1462140000,11961W,1,-37.8147882817,144.982688478
1462140000,11963W,1,-37.814736801,144.982697262
1462140000,11965W,1,-37.8146854231,144.982706027
1462140000,11967W,1,-37.8146335637,144.982714887
1462140000,11969W,1,-37.8145830434,144.982723479
1462140000,11971W,1,-37.8145317143,144.982732308
1462140000,11973W,1,-37.8144788356,144.982741362
1462140000,11975W,1,-37.8144271169,144.982750306
1462140000,11977W,2,-37.8143746898,144.982759185
1462140000,11979W,1,-37.8143225998,144.98276798
1462140000,11981W,1,-37.8142714497,144.982776766
1462140000,11985W,1,-37.8141686842,144.982794208
1462140000,11987W,1,-37.8141170865,144.982802902
1462140000,11989W,1,-37.8140652331,144.982811906
1462140000,11991W,1,-37.8140136421,144.982820731
1462140000,11993W,1,-37.8139621686,144.982829306
1462140000,11995W,3,-37.8139126769,144.982837449
1462140000,11997W,1,-37.8137528998,144.982865612
1462140000,12001W,1,-37.8136526127,144.982882826
1462140000,12003W,1,-37.8136013486,144.982891514
1462140000,12005W,1,-37.8135504134,144.982900117
1462140000,12007W,1,-37.8134986455,144.982909039
1462140000,12011W,1,-37.8133943039,144.982927173
1462140000,12015W,1,-37.813291047,144.982945121
1462140000,12017W,1,-37.8132398559,144.982954107
1462140000,12019W,1,-37.813188547,144.982962871
1462140000,12021W,1,-37.8131366511,144.982971905
1462140000,12023W,1,-37.8130841524,144.98298085
1462140000,12025W,1,-37.8130329577,144.982989449
1462140000,12027W,1,-37.8129816984,144.982998017
1462140000,12029W,1,-37.812929589,144.983006814
1462140000,12031W,1,-37.8128766112,144.98301579
1462140000,12033W,1,-37.8128246263,144.98302442
1462140000,12037W,1,-37.8127235809,144.983041095
1462140000,12041W,1,-37.8125674266,144.983067061
1462140000,12042E,1,-37.8125411854,144.983305936
1462140000,12044E,1,-37.8124039161,144.98333222
1462140000,12045W,3,-37.812465971,144.983083929
1462140000,12046E,1,-37.812337421,144.983342385
1462140000,12047W,3,-37.8124140373,144.983092502
1462140000,12049W,1,-37.812361638,144.983101302
1462140000,12051W,1,-37.8123084891,144.98311021
1462140000,12053W,1,-37.8122565706,144.983119002
1462140000,12055W,1,-37.8122051212,144.983127652
1462140000,12057W,1,-37.8121531799,144.983136221
1462140000,12059W,1,-37.8121020749,144.983144843
1462140000,1205W,2,-37.8126351674,144.959491889
1462140000,12061W,1,-37.8120498143,144.983153503
1462140000,12063W,1,-37.8119977415,144.983162167
1462140000,12065W,1,-37.8119466597,144.983170719
1462140000,12067W,3,-37.8118953727,144.983179227
1462140000,12069W,1,-37.8118378108,144.983188755
1462140000,12071W,1,-37.8117750999,144.983199079
1462140000,12073W,1,-37.8113724192,144.983266844
1462140000,12075W,1,-37.8113100262,144.983277275
1462140000,12077W,1,-37.8112522793,144.983286879
1462140000,1207W,1,-37.8125842296,144.959469074
1462140000,12083W,1,-37.8110957898,144.983312825
1462140000,12085W,1,-37.8110416031,144.98332185
1462140000,12087W,2,-37.8109908539,144.983330381
1462140000,12089W,1,-37.8109409038,144.983338655
1462140000,12091W,1,-37.8108892125,144.983347026
1462140000,12093W,1,-37.8108372734,144.983355471
1462140000,12095W,1,-37.8107854761,144.983364093
1462140000,1209W,2,-37.8125349379,144.959446996
1462140000,1211W,1,-37.8124708176,144.959417133
1462140000,1213W,1,-37.8124215899,144.959395003
1462140000,1215W,1,-37.8123728227,144.95937305
1462140000,12260N,2,-37.8095363305,144.976227428
1462140000,12263S,1,-37.8096809305,144.976220766
1462140000,12264N,1,-37.8095497307,144.976351198
1462140000,12265S,1,-37.809687985,144.976285746
1462140000,12266N,1,-37.8096218318,144.977023293
1462140000,12267S,1,-37.8096952137,144.976352546
1462140000,12268N,1,-37.8096284461,144.977085187
1462140000,12269S,1,-37.8097023079,144.976418142
1462140000,12270N,1,-37.80963584,144.977152704
1462140000,12271S,1,-37.8097094346,144.976483585
1462140000,12272N,1,-37.809643144,144.977220207
1462140000,12273S,1,-37.8097164702,144.976548776
1462140000,12274N,2,-37.8096503979,144.977287723
1462140000,12276N,1,-37.8096576514,144.977355251
1462140000,12277S,1,-37.809730852,144.976681379
1462140000,12278N,1,-37.8096649074,144.977422772
1462140000,12279S,1,-37.8097376266,144.976743975
1462140000,12280N,1,-37.8096721619,144.977490299
1462140000,12281S,1,-37.8097445866,144.976808032
1462140000,12282N,1,-37.8096793789,144.977557826
1462140000,12283S,1,-37.8097517889,144.976874301
1462140000,12285S,1,-37.8097584987,144.976936365
1462140000,12286N,1,-37.8096938111,144.977692914
1462140000,12287S,1,-37.8097691747,144.977035689
1462140000,12288N,1,-37.8097004137,144.97775479
1462140000,12289S,1,-37.809777236,144.977109226
1462140000,1228E,1,-37.8122279004,144.959558506
1462140000,12291S,1,-37.8097849398,144.977179618
1462140000,12293S,1,-37.8097924988,144.97724807
1462140000,12295S,1,-37.8097997586,144.977314545
1462140000,12297S,1,-37.8098070191,144.977381391
1462140000,12299S,1,-37.8098146065,144.97745112
1462140000,122E,1,-37.8083819576,144.971793944
1462140000,12307S,1,-37.8098460992,144.977741814
1462140000,12309S,1,-37.8098531087,144.977806734
1462140000,12313S,1,-37.8098676496,144.977940808
1462140000,12315S,1,-37.8098749946,144.978007688
1462140000,12321S,1,-37.80996729,144.978852937
1462140000,12322N,1,-37.8098044684,144.978692868
1462140000,12323S,1,-37.8099747104,144.978920066
1462140000,12324N,1,-37.809811727,144.97876035
1462140000,12325S,1,-37.8099821414,144.978987195
1462140000,12326N,1,-37.809819092,144.978827869
1462140000,12327S,1,-37.8099895526,144.979054321
1462140000,12328N,1,-37.8098265878,144.978895425
1462140000,12329S,1,-37.8099969733,144.979121446
1462140000,1232E,1,-37.8121817507,144.959537405
1462140000,12330N,1,-37.8098335156,144.978962962
1462140000,12331S,1,-37.8100043663,144.979188431
1462140000,12334N,1,-37.809867886,144.979285337
1462140000,12335S,1,-37.8100117932,144.979255485
1462140000,12336N,1,-37.8098756857,144.979356192
1462140000,12337S,1,-37.8100192088,144.97932283
1462140000,12338N,1,-37.8098836087,144.979428182
1462140000,12339S,1,-37.8100265656,144.979390148
1462140000,12340N,1,-37.8098915339,144.979500172
1462140000,12341S,1,-37.810033948,144.979457464
1462140000,12342N,1,-37.8098994608,144.979572143
1462140000,12343S,1,-37.8100413383,144.979524796
1462140000,12345S,1,-37.810048713,144.979592158
1462140000,12347S,1,-37.8100560597,144.979659496
1462140000,12349S,1,-37.8100632474,144.97972588
1462140000,12351S,1,-37.8100704417,144.97979226
1462140000,12355S,1,-37.8100872529,144.979946419
1462140000,12357S,1,-37.810094416,144.980011374
1462140000,12358N,1,-37.8102268933,144.982530488
1462140000,12359S,1,-37.8101016087,144.980076363
1462140000,12360N,1,-37.8102344418,144.982597977
1462140000,12361S,1,-37.8101087999,144.980141481
1462140000,12362N,1,-37.8102562248,144.982794573
1462140000,12363S,1,-37.810116018,144.980206796
1462140000,12364N,1,-37.810263194,144.982857561
1462140000,12365S,1,-37.810123249,144.980272073
1462140000,12366N,1,-37.8102829675,144.983037453
1462140000,12367S,1,-37.8101304667,144.980337224
1462140000,12369S,1,-37.8101376672,144.980402235
1462140000,1236E,1,-37.8121340716,144.9595156
1462140000,12373S,1,-37.810152184,144.980532953
1462140000,12377S,1,-37.8101661796,144.980660318
1462140000,12380N,1,-37.8106690732,144.975867251
1462140000,12381S,1,-37.8109054356,144.976337202
1462140000,12384N,1,-37.8106833375,144.975998521
1462140000,12385S,1,-37.8109201592,144.976472325
1462140000,12387S,1,-37.8109274186,144.976537865
1462140000,12391S,1,-37.8109418764,144.976669683
1462140000,12392N,1,-37.8107113485,144.97625627
1462140000,12393S,1,-37.8109493049,144.976737634
1462140000,12394N,1,-37.8107182212,144.976319989
1462140000,12395S,1,-37.8109568281,144.976806532
1462140000,12396N,1,-37.8107252722,144.976384717
1462140000,12397S,1,-37.8109644657,144.976875623
1462140000,12398N,1,-37.8107323178,144.976450353
1462140000,12399S,1,-37.8109721662,144.976944998
1462140000,12400N,1,-37.8107393618,144.976514945
1462140000,12401S,1,-37.8109792505,144.977010193
1462140000,12402N,1,-37.8107465736,144.976579961
1462140000,12404N,1,-37.8107538179,144.976647945
1462140000,12406N,1,-37.810762099,144.976724032
1462140000,12408N,1,-37.8107710462,144.97680603
1462140000,12410N,1,-37.8108421147,144.977463093
1462140000,12412N,1,-37.8108490434,144.97752621
1462140000,12414N,1,-37.8108560564,144.977591587
1462140000,12416N,1,-37.8108632599,144.977658002
1462140000,12418N,1,-37.8108699659,144.977720307
1462140000,12420N,1,-37.810876568,144.977781236
1462140000,12422N,1,-37.8108832388,144.977843348
1462140000,12431S,1,-37.8119042221,144.975324167
1462140000,12433S,1,-37.8119120689,144.975394963
1462140000,12435S,1,-37.8119198967,144.97546605
1462140000,12436N,1,-37.8118244743,144.975633536
1462140000,12437S,1,-37.8119283428,144.9755428
1462140000,12438N,1,-37.8118323245,144.975705569
1462140000,12439S,1,-37.8119363772,144.975615719
1462140000,12440N,1,-37.8118396541,144.975773087
1462140000,12441S,1,-37.8119440238,144.975684995
1462140000,12442N,1,-37.8118475313,144.975845582
1462140000,12443S,1,-37.8119672296,144.975900288
1462140000,12444N,2,-37.8119026497,144.976351947
1462140000,12445S,2,-37.811975194,144.975972337
1462140000,12446N,2,-37.8119102832,144.976422269
1462140000,12448N,1,-37.8119181442,144.976494843
1462140000,12449S,1,-37.8119906346,144.976112655
1462140000,12450N,1,-37.8119257059,144.97656464
1462140000,12451S,1,-37.8119983625,144.976182329
1462140000,12453S,1,-37.8120057672,144.976247654
1462140000,12455S,1,-37.8120130911,144.976315187
1462140000,12457S,2,-37.8120209378,144.976387797
1462140000,12459S,1,-37.8120287155,144.976460095
1462140000,12461S,1,-37.8120363326,144.976530326
1462140000,12463S,1,-37.8120434288,144.976595999
1462140000,12465S,2,-37.8120644145,144.976783421
1462140000,12467S,1,-37.8120720331,144.97685324
1462140000,12469S,1,-37.8120793464,144.976919746
1462140000,12471S,1,-37.812095858,144.977074596
1462140000,12477S,1,-37.8121182452,144.977279943
1462140000,12479S,1,-37.8121262978,144.977353509
1462140000,12481S,1,-37.8121338069,144.977422137
1462140000,12483S,1,-37.8121409749,144.977487667
1462140000,12485S,1,-37.8121483897,144.977555448
1462140000,12487S,1,-37.8121557739,144.97762295
1462140000,12504N,1,-37.815220735,144.975553694
1462140000,12506N,1,-37.8152282538,144.975620381
1462140000,12510N,1,-37.8152433852,144.975755851
1462140000,12514N,2,-37.8152575962,144.97588951
1462140000,12516N,2,-37.8152647414,144.975957376
1462140000,12518N,1,-37.8152718777,144.976025043
1462140000,12520N,1,-37.8152793531,144.976092533
1462140000,12522N,1,-37.8152867349,144.976160022
1462140000,12524N,1,-37.8152941279,144.976227114
1462140000,12526N,2,-37.8153014893,144.976294788
1462140000,12528N,1,-37.8153089598,144.976362205
1462140000,12530N,1,-37.8153160458,144.976427192
1462140000,12531S,1,-37.8159096808,144.980131108
1462140000,12532N,1,-37.8157325262,144.980214341
1462140000,12534N,1,-37.81573986,144.980281143
1462140000,12535S,1,-37.8159246725,144.980266942
1462140000,12536N,1,-37.8157471938,144.980347944
1462140000,12537S,1,-37.8159321682,144.98033486
1462140000,12538N,1,-37.815754528,144.980414745
1462140000,12539S,1,-37.8159396639,144.980402776
1462140000,12542N,1,-37.8157691953,144.980548348
1462140000,12544N,1,-37.8157765294,144.980615149
1462140000,12546N,1,-37.815783863,144.980681951
1462140000,12547S,1,-37.8159696464,144.980674445
1462140000,12548N,1,-37.8157911965,144.980748753
1462140000,12551S,1,-37.8159886457,144.980847324
1462140000,12553S,1,-37.8159963664,144.980915919
1462140000,12555S,1,-37.8160040878,144.980984514
1462140000,12556N,1,-37.8158205312,144.981015958
1462140000,12557S,1,-37.8160146923,144.981083207
1462140000,12558N,1,-37.8158278645,144.98108276
1462140000,12559S,1,-37.8160218136,144.981147735
1462140000,12560N,1,-37.8158351979,144.981149561
1462140000,12561S,1,-37.8160289349,144.981212262
1462140000,12563S,1,-37.8160360556,144.98127679
1462140000,12564N,1,-37.8158498648,144.981283164
1462140000,12565S,1,-37.8160431768,144.981341317
1462140000,12566N,1,-37.815857198,144.981349966
1462140000,12567S,1,-37.816050298,144.981405845
1462140000,12569S,1,-37.8160594903,144.981490021
1462140000,12570N,1,-37.8158718648,144.981483569
1462140000,12571S,1,-37.8160668781,144.981556468
1462140000,1263W,1,-37.8190180092,144.96083463
1462140000,1265W,1,-37.8189654768,144.96081062
1462140000,126E,1,-37.8083315998,144.97177074
1462140000,12801S,1,-37.8029474938,144.966862309
1462140000,12802N,1,-37.8027883534,144.967150981
1462140000,12805S,1,-37.8029643159,144.967015734
1462140000,12806N,1,-37.8028026255,144.967281548
1462140000,12807S,1,-37.8029715811,144.967081655
1462140000,12809S,1,-37.8029790182,144.967149137
1462140000,12810N,1,-37.8028244374,144.967479209
1462140000,12812N,1,-37.8028319358,144.967544885
1462140000,12813S,1,-37.803042318,144.967727689
1462140000,12814N,1,-37.8028475372,144.967684074
1462140000,12816N,1,-37.8028550366,144.967757053
1462140000,1287W,1,-37.8190610236,144.959634832
1462140000,1291W,3,-37.8189575604,144.959586735
1462140000,1295W,1,-37.8184560545,144.959357705
1462140000,1297W,1,-37.8184045206,144.959334055
1462140000,1299W,1,-37.8183429869,144.959305838
1462140000,12E,1,-37.8146921389,144.974705108
1462140000,13006N,1,-37.8197938606,144.95134484
1462140000,13008N,3,-37.8198114194,144.951284261
1462140000,13013S,1,-37.8199482542,144.951418763
1462140000,13015S,1,-37.8199657232,144.951358224
1462140000,13017S,1,-37.819983203,144.951297687
1462140000,13019S,1,-37.8200006489,144.951237155
1462140000,1301W,2,-37.8182919953,144.959282559
1462140000,13028N,1,-37.8212189799,144.944108839
1462140000,13029S,1,-37.8205386752,144.949367315
1462140000,13030N,1,-37.8212035776,144.944044515
1462140000,13032N,1,-37.8211881744,144.943980191
1462140000,13033S,1,-37.8205737226,144.949245721
1462140000,13034N,1,-37.8211727721,144.943915868
1462140000,13035S,1,-37.8211807925,144.947161436
1462140000,13038N,1,-37.8211419673,144.943787222
1462140000,13039S,1,-37.821222072,144.947018157
1462140000,13040N,1,-37.8211265649,144.943722898
1462140000,13041S,1,-37.8212427463,144.94694655
1462140000,13042N,1,-37.8211111624,144.943658575
1462140000,13043S,1,-37.82126342,144.946874944
1462140000,13044N,1,-37.8210957594,144.943594252
1462140000,13048N,1,-37.8210649539,144.943465606
1462140000,13050N,1,-37.8210495513,144.943401282
1462140000,13052N,1,-37.8210341486,144.943336959
1462140000,13081S,1,-37.8211531528,144.943095196
1462140000,13083S,4,-37.8211367631,144.943026786
1462140000,13085S,3,-37.8211213317,144.94296238
1462140000,13087S,1,-37.8211059012,144.942897973
1462140000,13089S,1,-37.8210896607,144.942830254
1462140000,13090N,1,-37.8213689191,144.944750917
1462140000,13092N,1,-37.8213561507,144.944686572
1462140000,13094N,1,-37.821341955,144.944622378
1462140000,130E,1,-37.8082812529,144.971747542
1462140000,13103W,2,-37.8208844584,144.944162825
1462140000,13105W,1,-37.82082229,144.94413533
1462140000,1315W,1,-37.8171268704,144.958753926
1462140000,1316E,1,-37.8169786436,144.958922378
1462140000,1319W,1,-37.8169784687,144.958685695
1462140000,13201S,1,-37.8186646955,144.948189318
1462140000,13203S,1,-37.8186821024,144.948129271
1462140000,13205S,1,-37.8186995088,144.948069223
1462140000,13209S,1,-37.8187590666,144.947863767
1462140000,13211S,1,-37.8187764341,144.947803757
1462140000,13212N,1,-37.8186717212,144.947483974
1462140000,13213S,1,-37.8187934175,144.947744824
1462140000,13215S,1,-37.8188101722,144.947687271
1462140000,13217S,1,-37.8188790322,144.947445315
1462140000,13218N,3,-37.8187280031,144.947290154
1462140000,13219S,1,-37.8188960959,144.947386021
1462140000,13221S,1,-37.8189131591,144.947326726
1462140000,13222N,1,-37.8187656936,144.947160378
1462140000,13223S,1,-37.8189300578,144.947267431
1462140000,13224N,3,-37.8187843046,144.947096348
1462140000,13225S,1,-37.8193724153,144.945710928
1462140000,13227S,1,-37.8193964726,144.945628955
1462140000,13228N,1,-37.8193731894,144.945095532
1462140000,13229S,1,-37.8194187667,144.945550893
1462140000,13230N,1,-37.819392836,144.945027741
1462140000,13231S,1,-37.8194422066,144.945469958
1462140000,13232N,3,-37.81941188,144.944961874
1462140000,13233S,1,-37.8195792041,144.944998081
1462140000,13234N,1,-37.8194308968,144.944896138
1462140000,13236N,1,-37.8194498757,144.944830234
1462140000,13237S,1,-37.8199941838,144.94356137
1462140000,13238N,1,-37.8194768011,144.944737011
1462140000,13239S,1,-37.8200175696,144.9434811
1462140000,13240N,1,-37.8196012896,144.944307018
1462140000,13241S,1,-37.8200367994,144.943415207
1462140000,13242N,1,-37.8196193991,144.944245004
1462140000,13244N,1,-37.8196375086,144.944182989
1462140000,13246N,1,-37.8196556181,144.944120975
1462140000,13247S,1,-37.8200752593,144.943283296
1462140000,13248N,1,-37.8196739788,144.9440581
1462140000,13249S,1,-37.8200944894,144.94321734
1462140000,13250N,1,-37.8196925912,144.943994364
1462140000,13251S,1,-37.8201137373,144.943151385
1462140000,13252N,1,-37.8198583727,144.943418708
1462140000,13253S,1,-37.8201373022,144.943070498
1462140000,13254N,2,-37.8198770007,144.943354839
1462140000,13256N,1,-37.819895654,144.943290965
1462140000,13258N,1,-37.8199142973,144.943227101
1462140000,13260N,1,-37.8199329615,144.943163225
1462140000,13262N,1,-37.8199516003,144.943099355
1462140000,13268N,1,-37.8201491247,144.942412174
1462140000,13269S,1,-37.8195908978,144.949171441
1462140000,13270N,1,-37.8201675885,144.942348259
1462140000,13271S,1,-37.8195692166,144.949247325
1462140000,13274N,1,-37.8202046063,144.942220466
1462140000,13275S,2,-37.8195258955,144.949399114
1462140000,13276N,1,-37.8202278852,144.942140044
1462140000,13278N,1,-37.8148235874,144.945331375
1462140000,13280N,1,-37.8148038347,144.945399944
1462140000,13282N,1,-37.8147839685,144.945468142
1462140000,13296E,1,-37.8164580094,144.94569491
1462140000,13298E,1,-37.8164020328,144.945670182
1462140000,13300E,1,-37.8202422747,144.947316447
1462140000,13301S,1,-37.8223416404,144.946869917
1462140000,13301W,1,-37.8207485101,144.947264008
1462140000,13303S,1,-37.8223306666,144.946786142
1462140000,13303W,1,-37.8206795644,144.947247558
1462140000,13304E,1,-37.8200892804,144.947256953
1462140000,13304N,1,-37.821797029,144.950813958
1462140000,13305W,1,-37.8205896448,144.947222525
1462140000,13306E,1,-37.819999022,144.94721611
1462140000,13306N,1,-37.8217688128,144.950927032
1462140000,13307W,1,-37.8205205994,144.947205924
1462140000,13308E,1,-37.8199351671,144.947190043
1462140000,13308N,1,-37.8217202164,144.951125927
1462140000,13309W,1,-37.8204307453,144.947179377
