unix_time,count_pedestrian,count_parking
1480719600,3392.423077,29.18462008
1480806000,3529.25,24.19682637
1480892400,3788.634615,32.5541654
1480978800,3898.019231,34.01586817
1481065200,3937.346154,34.21513579
1481151600,3868.884615,34.02624352
1481238000,3911.942308,34.02624352
1481324400,3625.25,28.5926152
1481410800,3460.519231,23.66676839
1481497200,3910.038462,31.86847727
1481583600,3861.653846,33.36161123
1481670000,3904.557692,33.67287153
1481756400,3761.615385,33.47604516
1481842800,3682.461538,34.70704913
1481929200,3531.980769,29.25694233
1482015600,3467.692308,24.56362527
1482102000,3736.596154,33.05370766
1482188400,3705.519231,34.6502899
1482274800,3761.788462,36.66981996
1482361200,3696.538462,36.27036924
1482447600,3855.903846,36.54104364
1482534000,3248.846154,28.07384803
1482620400,2937.480769,16.61489167
1482706800,2952.5,19.16814159
1482793200,3106.538462,21.76808056
1482879600,3585.365385,28.22093378
1482966000,3529.538462,28.94568203
1483052400,3544.538462,29.96704303
1483138800,3187.538462,24.11229783
