bay_id,st_marker_id,status,location,lat,lon
6334,13486E,Present,"(-37.819603001555507, 144.95052692125762)",-37.819603001555507,144.95052692125762
713,487W,Present,"(-37.810710460216264, 144.96981277183525)",-37.810710460216264,144.96981277183525
5500,11933W,Present,"(-37.815511823164215, 144.98256534924485)",-37.815511823164215,144.98256534924485
4445,C7736,Unoccupied,"(-37.803146105243712, 144.95046851427497)",-37.803146105243712,144.95046851427497
6710,669W,Present,"(-37.8143604445821, 144.96869004551144)",-37.8143604445821,144.96869004551144
2660,10167W,Unoccupied,"(-37.804404184425238, 144.94928979720839)",-37.804404184425238,144.94928979720839
5432,11816E,Unoccupied,"(-37.813735585293188, 144.97779093299948)",-37.813735585293188,144.97779093299948
5431,11814E,Unoccupied,"(-37.813787728901779, 144.97778220319043)",-37.813787728901779,144.97778220319043
6917,2311S,Unoccupied,"(-37.817799184296121, 144.95483408004054)",-37.817799184296121,144.95483408004054
2669,10178E,Unoccupied,"(-37.804104514476791, 144.94953261336826)",-37.804104514476791,144.94953261336826
6604,13837S,Present,"(-37.814655168559625, 144.94025693985759)",-37.814655168559625,144.94025693985759
2297,2793S,Present,"(-37.810467951434205, 144.9687918963204)",-37.810467951434205,144.9687918963204
6167,13224N,Present,"(-37.818784304563962, 144.94709634839796)",-37.818784304563962,144.94709634839796
4775,9080N,Unoccupied,"(-37.825612013068778, 144.96177107651511)",-37.825612013068778,144.96177107651511
5091,9889S,Unoccupied,"(-37.825572354900913, 144.96892777114968)",-37.825572354900913,144.96892777114968
5803,12534N,Unoccupied,"(-37.815739860044175, 144.98028114277059)",-37.815739860044175,144.98028114277059
6360,13304N,Present,"(-37.821797029032552, 144.95081395825221)",-37.821797029032552,144.95081395825221
6672,8631W,Unoccupied,"(-37.825760577955016, 144.96225450005426)",-37.825760577955016,144.96225450005426
652,C152,Unoccupied,"(-37.808544021178619, 144.97174607257756)",-37.808544021178619,144.97174607257756
1709,2295S,Unoccupied,"(-37.817652436920518, 144.95534314966471)",-37.817652436920518,144.95534314966471
5120,9932N,Unoccupied,"(-37.825848607787272, 144.96762960037509)",-37.825848607787272,144.96762960037509
5533,11999W,Unoccupied,"(-37.813704244864674, 144.98287412586149)",-37.813704244864674,144.98287412586149
4120,C6402,Unoccupied,"(-37.803726604974045, 144.95100945355003)",-37.803726604974045,144.95100945355003
5446,11844E,Unoccupied,"(-37.812911315540376, 144.97792817838612)",-37.812911315540376,144.97792817838612
1799,2461S,Unoccupied,"(-37.816232016221122, 144.95656615550945)",-37.816232016221122,144.95656615550945
770,C324,Unoccupied,"(-37.81451935411723, 144.97168934487183)",-37.81451935411723,144.97168934487183
5812,12552N,Unoccupied,"(-37.815805863923501, 144.98088235524366)",-37.815805863923501,144.98088235524366
710,482E,Present,"(-37.810759926218552, 144.97008748428416)",-37.810759926218552,144.97008748428416
610,65W,Present,"(-37.810249252186651, 144.9724068013721)",-37.810249252186651,144.9724068013721
1089,C1086,Present,"(-37.816401326568418, 144.96134293397739)",-37.816401326568418,144.96134293397739
5455,11862E,Unoccupied,"(-37.812449017180406, 144.97800638115154)",-37.812449017180406,144.97800638115154
3673,7632N,Present,"(-37.8049688034327, 144.94858505740615)",-37.8049688034327,144.94858505740615
2415,C2652,Unoccupied,"(-37.809617906071537, 144.97135797948957)",-37.809617906071537,144.97135797948957
2687,10196E,Unoccupied,"(-37.803632602221541, 144.94961580163655)",-37.803632602221541,144.94961580163655
3808,C5452,Unoccupied,"(-37.807519596896299, 144.95446934643988)",-37.807519596896299,144.95446934643988
6228,13334E,Unoccupied,"(-37.816681912686747, 144.9457937923421)",-37.816681912686747,144.9457937923421
2618,C3280,Unoccupied,"(-37.81427873299468, 144.9553481465905)",-37.81427873299468,144.9553481465905
2611,C3252,Unoccupied,"(-37.814218408061834, 144.95555960390311)",-37.814218408061834,144.95555960390311
5813,12554N,Unoccupied,"(-37.815813197353279, 144.98094915689745)",-37.815813197353279,144.98094915689745
1264,4456E,Unoccupied,"(-37.813855172410101, 144.95468997104118)",-37.813855172410101,144.95468997104118
5464,11882E,Unoccupied,"(-37.81053700742207, 144.97832432706787)",-37.81053700742207,144.97832432706787
3372,6189W,Unoccupied,"(-37.806643577158141, 144.95113798233311)",-37.806643577158141,144.95113798233311
2610,C3248,Unoccupied,"(-37.814210482970637, 144.95558738910501)",-37.814210482970637,144.95558738910501
2650,10141W,Present,"(-37.802505012620543, 144.94809301745207)",-37.802505012620543,144.94809301745207
6238,13354E,Unoccupied,"(-37.815508589470767, 144.94527648405119)",-37.815508589470767,144.94527648405119
1958,3338N,Unoccupied,"(-37.808895539699066, 144.96992985286386)",-37.808895539699066,144.96992985286386
5447,11846E,Unoccupied,"(-37.812859407970222, 144.9779369594647)",-37.812859407970222,144.9779369594647
5527,11987W,Unoccupied,"(-37.814117086506307, 144.98280290190883)",-37.814117086506307,144.98280290190883
3534,7029S,Unoccupied,"(-37.807531239759989, 144.95865445770531)",-37.807531239759989,144.95865445770531
4188,C6646,Unoccupied,"(-37.808541422189045, 144.95912839973781)",-37.808541422189045,144.95912839973781
6255,13414E,Present,"(-37.819404687647463, 144.94755914905892)",-37.819404687647463,144.94755914905892
5557,12047W,Present,"(-37.812414037254804, 144.98309250222638)",-37.812414037254804,144.98309250222638
1446,1714N,Present,"(-37.820645244649619, 144.95609155372068)",-37.820645244649619,144.95609155372068
2922,4897W,Unoccupied,"(-37.8082852853953, 144.95774060202186)",-37.8082852853953,144.95774060202186
3012,5086E,Unoccupied,"(-37.804660182853496, 144.95783832325395)",-37.804660182853496,144.95783832325395
659,C180,Present,"(-37.808186243570951, 144.97158122019766)",-37.808186243570951,144.97158122019766
1447,1716N,Present,"(-37.820719728444104, 144.95583383026872)",-37.820719728444104,144.95583383026872
1745,2359S,Present,"(-37.812283729312199, 144.97015277496706)",-37.812283729312199,144.97015277496706
4533,10001S,Unoccupied,"(-37.823595902661324, 144.96947030056916)",-37.823595902661324,144.96947030056916
2683,10192E,Unoccupied,"(-37.803738471924412, 144.94959713136984)",-37.803738471924412,144.94959713136984
5482,11887W,Unoccupied,"(-37.810552941836207, 144.97808174414126)",-37.810552941836207,144.97808174414126
5795,12518N,Unoccupied,"(-37.815271877740265, 144.97602504340495)",-37.815271877740265,144.97602504340495
5574,12081W,Unoccupied,"(-37.811148475268872, 144.98330407351483)",-37.811148475268872,144.98330407351483
5484,11891W,Unoccupied,"(-37.810449939948029, 144.97809886720984)",-37.810449939948029,144.97809886720984
5752,12442N,Unoccupied,"(-37.811847531344036, 144.97584558243909)",-37.811847531344036,144.97584558243909
3996,C5960,Unoccupied,"(-37.803852541163465, 144.95400681899247)",-37.803852541163465,144.95400681899247
5799,12526N,Unoccupied,"(-37.815301489302001, 144.97629478806482)",-37.815301489302001,144.97629478806482
6609,13847S,Unoccupied,"(-37.814382294628331, 144.94086412561757)",-37.814382294628331,144.94086412561757
5483,11889W,Unoccupied,"(-37.81050274979772, 144.97809000589467)",-37.81050274979772,144.97809000589467
4346,C7046,Unoccupied,"(-37.807528609310175, 144.95833182481675)",-37.807528609310175,144.95833182481675
749,C236,Unoccupied,"(-37.815530157511269, 144.97215866134673)",-37.815530157511269,144.97215866134673
725,566E,Present,"(-37.809286661656188, 144.96940621232065)",-37.809286661656188,144.96940621232065
6036,13083S,Unoccupied,"(-37.821136763056423, 144.94302678557827)",-37.821136763056423,144.94302678557827
6037,13085S,Unoccupied,"(-37.821121331708326, 144.94296237966631)",-37.821121331708326,144.94296237966631
1997,3415S,Present,"(-37.810283110793307, 144.96536663078794)",-37.810283110793307,144.96536663078794
1069,C1040,Unoccupied,"(-37.818170968155741, 144.96215607401467)",-37.818170968155741,144.96215607401467
3468,6517S,Unoccupied,"(-37.807712878604619, 144.96232687559393)",-37.807712878604619,144.96232687559393
1092,C1092,Present,"(-37.81631108854117, 144.96130128437909)",-37.81631108854117,144.96130128437909
2904,4870E,Unoccupied,"(-37.80861735538187, 144.95797349839597)",-37.80861735538187,144.95797349839597
3268,5826E,Unoccupied,"(-37.806761378259594, 144.95351958231549)",-37.806761378259594,144.95351958231549
4981,9411S,Unoccupied,"(-37.830062909986069, 144.96661129291584)",-37.830062909986069,144.96661129291584
6899,14245W,Unoccupied,"(-37.795081187167838, 144.96481784991502)",-37.795081187167838,144.96481784991502
5406,11747W,Unoccupied,"(-37.810432646325495, 144.97535497322858)",-37.810432646325495,144.97535497322858
1434,1697S,Unoccupied,"(-37.820623113158142, 144.95700936179514)",-37.820623113158142,144.95700936179514
3562,7088N,Unoccupied,"(-37.808850882361625, 144.95347295707091)",-37.808850882361625,144.95347295707091
1134,C1190,Unoccupied,"(-37.81337904315351, 144.95995765570768)",-37.81337904315351,144.95995765570768
1009,954E,Present,"(-37.812803589287839, 144.96260074246118)",-37.812803589287839,144.96260074246118
6022,13043S,Present,"(-37.821263419985186, 144.94687494394023)",-37.821263419985186,144.94687494394023
6247,13312N,Unoccupied,"(-37.822240565681255, 144.94676108046633)",-37.822240565681255,144.94676108046633
792,C412,Present,"(-37.812910663853543, 144.97095036435849)",-37.812910663853543,144.97095036435849
6181,13252N,Unoccupied,"(-37.819858372690391, 144.94341870832272)",-37.819858372690391,144.94341870832272
6232,13342E,Unoccupied,"(-37.815959614273524, 144.94547567829656)",-37.815959614273524,144.94547567829656
2676,10185W,Unoccupied,"(-37.803932779609106, 144.94937283926816)",-37.803932779609106,144.94937283926816
3136,5317W,Unoccupied,"(-37.811151857665536, 144.95601111302398)",-37.811151857665536,144.95601111302398
6176,13242N,Unoccupied,"(-37.819619399143903, 144.94424500390858)",-37.819619399143903,144.94424500390858
974,896E,Unoccupied,"(-37.817555414910274, 144.96477899134823)",-37.817555414910274,144.96477899134823
5029,9502N,Unoccupied,"(-37.828435681282187, 144.96673853511322)",-37.828435681282187,144.96673853511322
3875,C5646,Unoccupied,"(-37.80676938137276, 144.95499379818611)",-37.80676938137276,144.95499379818611
3393,6229W,Present,"(-37.806004823873479, 144.95084780995694)",-37.806004823873479,144.95084780995694
3692,7652N,Present,"(-37.804987828459673, 144.95699750508186)",-37.804987828459673,144.95699750508186
1732,2339S,Present,"(-37.811904913868503, 144.97144518199067)",-37.811904913868503,144.97144518199067
6678,8630E,Present,"(-37.825731126931657, 144.9624829420988)",-37.825731126931657,144.9624829420988
5508,11949W,Present,"(-37.81509804827256, 144.9826358111394)",-37.81509804827256,144.9826358111394
4439,C7718,Unoccupied,"(-37.803579971548793, 144.95434658469168)",-37.803579971548793,144.95434658469168
3721,7724N,Unoccupied,"(-37.803247918261562, 144.95220979108632)",-37.803247918261562,144.95220979108632
5114,9920N,Unoccupied,"(-37.82559389862962, 144.96848395712462)",-37.82559389862962,144.96848395712462
1298,1289W,Unoccupied,"(-37.819010051280088, 144.95961109054855)",-37.819010051280088,144.95961109054855
3798,C5420,Unoccupied,"(-37.80821182060825, 144.95479065062798)",-37.80821182060825,144.95479065062798
5130,9943S,Unoccupied,"(-37.826025251065474, 144.9673739387342)",-37.826025251065474,144.9673739387342
4371,C7176,Unoccupied,"(-37.807426463226911, 144.95319331349833)",-37.807426463226911,144.95319331349833
5453,11858E,Unoccupied,"(-37.812551144268497, 144.97798910494646)",-37.812551144268497,144.97798910494646
1142,C1216,Unoccupied,"(-37.812438917267727, 144.95952744729686)",-37.812438917267727,144.95952744729686
6059,13040N,Unoccupied,"(-37.821126564855007, 144.94372289813629)",-37.821126564855007,144.94372289813629
6320,13397W,Unoccupied,"(-37.82123009924895, 144.95100000123563)",-37.82123009924895,144.95100000123563
874,770E,Unoccupied,"(-37.812460427499843, 144.96806467179186)",-37.812460427499843,144.96806467179186
6239,13200N,Unoccupied,"(-37.818821391107193, 144.94696759552994)",-37.818821391107193,144.94696759552994
6215,13308E,Unoccupied,"(-37.819935167139278, 144.947190042579)",-37.819935167139278,144.947190042579
4433,C7706,Present,"(-37.80362157835981, 144.95471628095635)",-37.80362157835981,144.95471628095635
2747,4576E,Present,"(-37.808039998409392, 144.96604209597555)",-37.808039998409392,144.96604209597555
6172,13234N,Present,"(-37.819430896816684, 144.94489613777495)",-37.819430896816684,144.94489613777495
3135,5316E,Present,"(-37.811134192827453, 144.95625505506871)",-37.811134192827453,144.95625505506871
3145,5326E,Present,"(-37.810878941073028, 144.95613799637354)",-37.810878941073028,144.95613799637354
752,C248,Present,"(-37.815433569018154, 144.97211462299592)",-37.815433569018154,144.97211462299592
569,103W,Unoccupied,"(-37.808063389207391, 144.97139714228757)",-37.808063389207391,144.97139714228757
1528,1892N,Unoccupied,"(-37.813720658852667, 144.97230264023773)",-37.813720658852667,144.97230264023773
4024,C6086,Unoccupied,"(-37.805026320281527, 144.95228565333656)",-37.805026320281527,144.95228565333656
3281,5844E,Unoccupied,"(-37.806545277306782, 144.95355772298234)",-37.806545277306782,144.95355772298234
6614,13857S,Unoccupied,"(-37.814049946306, 144.94173569566175)",-37.814049946306,144.94173569566175
5368,11710E,Unoccupied,"(-37.810317303010791, 144.97294097993785)",-37.810317303010791,144.97294097993785
3545,7065S,Unoccupied,"(-37.808748889553591, 144.95435621118284)",-37.808748889553591,144.95435621118284
1137,C1206,Unoccupied,"(-37.812579981701532, 144.95959176751637)",-37.812579981701532,144.95959176751637
4712,8660E,Present,"(-37.825439722079686, 144.96282930600466)",-37.825439722079686,144.96282930600466
3113,5270E,Present,"(-37.804680914193682, 144.95741434067355)",-37.804680914193682,144.95741434067355
699,431W,Present,"(-37.812643043543709, 144.97069966895799)",-37.812643043543709,144.97069966895799
6131,C13628,Present,"(-37.81967487364841, 144.9443586941386)",-37.81967487364841,144.9443586941386
1954,3323S,Unoccupied,"(-37.808785748142974, 144.97048715040617)",-37.808785748142974,144.97048715040617
1978,3388N,Present,"(-37.809940211412538, 144.9663550816945)",-37.809940211412538,144.9663550816945
5740,12391S,Unoccupied,"(-37.810941876407142, 144.97666968304367)",-37.810941876407142,144.97666968304367
4286,C6908,Unoccupied,"(-37.809204864084677, 144.95581991090108)",-37.809204864084677,144.95581991090108
1208,1425W,Present,"(-37.818159170334646, 144.95641556200377)",-37.818159170334646,144.95641556200377
6309,13375W,Unoccupied,"(-37.819822598716719, 144.94988956476692)",-37.819822598716719,144.94988956476692
2686,10195W,Unoccupied,"(-37.803664376988664, 144.9494201510351)",-37.803664376988664,144.9494201510351
2680,10189W,Unoccupied,"(-37.803826821594207, 144.94939150990004)",-37.803826821594207,144.94939150990004
2657,10162E,Unoccupied,"(-37.804591474495354, 144.94944763622351)",-37.804591474495354,144.94944763622351
6657,13396E,Unoccupied,"(-37.819839929817675, 144.94865116004098)",-37.819839929817675,144.94865116004098
4607,8336E,Unoccupied,"(-37.824601935289252, 144.96843113638516)",-37.824601935289252,144.96843113638516
