bay_id,st_marker_id,status,location,lat,lon
3390,6223W,Unoccupied,"(-37.806091634823531, 144.95088684776499)",-37.806091634823531,144.95088684776499
1857,2585S,Present,"(-37.814527569132352, 144.95845977633456)",-37.814527569132352,144.95845977633456
3535,7033S,Unoccupied,"(-37.807567816972167, 144.95852859261439)",-37.807567816972167,144.95852859261439
4603,8332E,Unoccupied,"(-37.824711663040247, 144.96839798246248)",-37.824711663040247,144.96839798246248
2921,4895W,Unoccupied,"(-37.808309259349414, 144.95773633488756)",-37.808309259349414,144.95773633488756
4449,C7744,Unoccupied,"(-37.803126015104915, 144.95028936539006)",-37.803126015104915,144.95028936539006
3008,5072E,Unoccupied,"(-37.804957386191518, 144.95797680186288)",-37.804957386191518,144.95797680186288
6760,13103W,Unoccupied,"(-37.820884458418718, 144.94416282518864)",-37.820884458418718,144.94416282518864
5388,11742E,Unoccupied,"(-37.810286705255962, 144.97566174421951)",-37.810286705255962,144.97566174421951
4313,C6962,Present,"(-37.809207691209849, 144.95602255531281)",-37.809207691209849,144.95602255531281
6867,14094E,Unoccupied,"(-37.794908597345461, 144.9583603277346)",-37.794908597345461,144.9583603277346
5040,9517S,Unoccupied,"(-37.828435236386568, 144.96627968582217)",-37.828435236386568,144.96627968582217
815,C516,Present,"(-37.810514891597862, 144.96985020551119)",-37.810514891597862,144.96985020551119
2897,4854E,Present,"(-37.80961956356937, 144.95836857665074)",-37.80961956356937,144.95836857665074
1174,C996,Present,"(-37.81847630893003, 144.96229607330122)",-37.81847630893003,144.96229607330122
3404,6253S,Unoccupied,"(-37.807680383913905, 144.96640504611318)",-37.807680383913905,144.96640504611318
6147,C13692,Unoccupied,"(-37.819994231322383, 144.94324592240764)",-37.819994231322383,144.94324592240764
4273,C6882,Unoccupied,"(-37.809351696022624, 144.95585524198555)",-37.809351696022624,144.95585524198555
6196,13305W,Unoccupied,"(-37.820589644828367, 144.94722252458803)",-37.820589644828367,144.94722252458803
5819,12566N,Unoccupied,"(-37.815857198024787, 144.98134996597344)",-37.815857198024787,144.98134996597344
6870,14100E,Unoccupied,"(-37.794655119758673, 144.95839115477256)",-37.794655119758673,144.95839115477256
6647,13622E,Unoccupied,"(-37.819422116052252, 144.943629462373)",-37.819422116052252,144.943629462373
6855,14070E,Unoccupied,"(-37.795777061645197, 144.95825465077104)",-37.795777061645197,144.95825465077104
6273,13349W,Unoccupied,"(-37.819483339762115, 144.9484237562329)",-37.819483339762115,144.9484237562329
5038,9515S,Unoccupied,"(-37.828441491299628, 144.96631231467666)",-37.828441491299628,144.96631231467666
5454,11860E,Present,"(-37.812500754478037, 144.97799762931319)",-37.812500754478037,144.97799762931319
6189,13268N,Present,"(-37.820149124706617, 144.94241217431801)",-37.820149124706617,144.94241217431801
6192,13274N,Present,"(-37.820204606275482, 144.9422204659337)",-37.820204606275482,144.9422204659337
676,255W,Present,"(-37.815395114548366, 144.97197500778816)",-37.815395114548366,144.97197500778816
1847,2561S,Present,"(-37.814104372840205, 144.95992802254045)",-37.814104372840205,144.95992802254045
6359,13520E,Present,"(-37.821619742779831, 144.95048143785999)",-37.821619742779831,144.95048143785999
1713,2303S,Present,"(-37.817726326928522, 144.95508703710044)",-37.817726326928522,144.95508703710044
6117,C13572,Unoccupied,"(-37.819475137553603, 144.94504818988077)",-37.819475137553603,144.94504818988077
3371,6187W,Unoccupied,"(-37.80666464130362, 144.95114743912734)",-37.80666464130362,144.95114743912734
1189,1403W,Unoccupied,"(-37.819168832875121, 144.95688000998177)",-37.819168832875121,144.95688000998177
598,46E,Unoccupied,"(-37.812660359463514, 144.97376362674441)",-37.812660359463514,144.97376362674441
4611,8341W,Unoccupied,"(-37.824151790293598, 144.9684429499311)",-37.824151790293598,144.9684429499311
592,35W,Unoccupied,"(-37.813976059992982, 144.97415302790859)",-37.813976059992982,144.97415302790859
3601,7336E,Unoccupied,"(-37.805378105062019, 144.94933123203518)",-37.805378105062019,144.94933123203518
5771,12459S,Unoccupied,"(-37.812028715489632, 144.97646009491763)",-37.812028715489632,144.97646009491763
1233,1458E,Unoccupied,"(-37.816645725912231, 144.95597395956156)",-37.816645725912231,144.95597395956156
2903,4869W,Unoccupied,"(-37.808608966576102, 144.95768300260107)",-37.808608966576102,144.95768300260107
868,734E,Unoccupied,"(-37.813471771381892, 144.96853092454526)",-37.813471771381892,144.96853092454526
1589,1978N,Present,"(-37.816574850985354, 144.96253689849743)",-37.816574850985354,144.96253689849743
3526,7013S,Present,"(-37.807374666919891, 144.95919112302221)",-37.807374666919891,144.95919112302221
1146,C1224,Present,"(-37.812319955746347, 144.95947320601914)",-37.812319955746347,144.95947320601914
791,C408,Present,"(-37.812936907571071, 144.97096230560578)",-37.812936907571071,144.97096230560578
3061,5183W,Present,"(-37.81116922060891, 144.95735536202574)",-37.81116922060891,144.95735536202574
2021,3467S,Present,"(-37.812193388677912, 144.95884122060596)",-37.812193388677912,144.95884122060596
1209,1427W,Unoccupied,"(-37.818111885780979, 144.9563940827602)",-37.818111885780979,144.9563940827602
4186,C6642,Present,"(-37.808524256166919, 144.95918789262674)",-37.808524256166919,144.95918789262674
3839,C5554,Unoccupied,"(-37.806536830166287, 144.95402349702789)",-37.806536830166287,144.95402349702789
4263,C6858,Unoccupied,"(-37.809475813068509, 144.95583196711485)",-37.809475813068509,144.95583196711485
1342,1362E,Unoccupied,"(-37.813963201561762, 144.95754779813109)",-37.813963201561762,144.95754779813109
3810,C5456,Unoccupied,"(-37.807471734012296, 144.95444771321013)",-37.807471734012296,144.95444771321013
1950,3317S,Unoccupied,"(-37.808729865174556, 144.97068029157569)",-37.808729865174556,144.97068029157569
4117,C6392,Unoccupied,"(-37.803796792481698, 144.9509968828238)",-37.803796792481698,144.9509968828238
6391,13638E,Unoccupied,"(-37.820313639057119, 144.94455076769839)",-37.820313639057119,144.94455076769839
5924,12811S,Present,"(-37.803034410129968, 144.96765439598772)",-37.803034410129968,144.96765439598772
3961,C5890,Unoccupied,"(-37.80488585557184, 144.95382244680627)",-37.80488585557184,144.95382244680627
5261,4521W,Present,"(-37.811030453250197, 144.95313081241778)",-37.811030453250197,144.95313081241778
3759,C4830,Present,"(-37.810589585803221, 144.95868802563666)",-37.810589585803221,144.95868802563666
2298,2795S,Present,"(-37.810486821108682, 144.96872811567431)",-37.810486821108682,144.96872811567431
2514,C2962,Present,"(-37.812795450520397, 144.96054155434524)",-37.812795450520397,144.96054155434524
596,43W,Unoccupied,"(-37.812787598671235, 144.97357097677678)",-37.812787598671235,144.97357097677678
942,C766,Present,"(-37.813227886447493, 144.9682931199963)",-37.813227886447493,144.9682931199963
6866,14092E,Unoccupied,"(-37.794965509089337, 144.95835262068755)",-37.794965509089337,144.95835262068755
5047,9824N,Unoccupied,"(-37.825055905891574, 144.97032866699118)",-37.825055905891574,144.97032866699118
6438,13703W,Unoccupied,"(-37.81969703653273, 144.94588158601587)",-37.81969703653273,144.94588158601587
5629,12282N,Unoccupied,"(-37.809679378947934, 144.97755782587637)",-37.809679378947934,144.97755782587637
5340,8291W,Unoccupied,"(-37.826394342241535, 144.96776590899702)",-37.826394342241535,144.96776590899702
5545,12023W,Unoccupied,"(-37.813084152355728, 144.98298085049117)",-37.813084152355728,144.98298085049117
1536,1900N,Unoccupied,"(-37.813795957258641, 144.97204452247968)",-37.813795957258641,144.97204452247968
6708,13298E,Present,"(-37.816402032829835, 144.94567018233198)",-37.816402032829835,144.94567018233198
3082,5220E,Unoccupied,"(-37.804750377199412, 144.95740109574734)",-37.804750377199412,144.95740109574734
6222,13322E,Present,"(-37.818190677707491, 144.94645995311902)",-37.818190677707491,144.94645995311902
4237,C6792,Unoccupied,"(-37.809344221129791, 144.95676751020954)",-37.809344221129791,144.95676751020954
2412,C2646,Unoccupied,"(-37.809584765310859, 144.9714711810567)",-37.809584765310859,144.9714711810567
6068,13201S,Unoccupied,"(-37.818664695506484, 144.94818931777451)",-37.818664695506484,144.94818931777451
6136,C13648,Unoccupied,"(-37.819785238428587, 144.94397769629904)",-37.819785238428587,144.94397769629904
921,C700,Unoccupied,"(-37.814168460607192, 144.96872667926351)",-37.814168460607192,144.96872667926351
1153,C1248,Present,"(-37.81188955495481, 144.95927882242853)",-37.81188955495481,144.95927882242853
1145,C1222,Present,"(-37.812343254545397, 144.95948382941992)",-37.812343254545397,144.95948382941992
600,48E,Unoccupied,"(-37.812608353657517, 144.97373952041551)",-37.812608353657517,144.97373952041551
909,C664,Unoccupied,"(-37.814502169812556, 144.96887680360908)",-37.814502169812556,144.96887680360908
3125,5292E,Unoccupied,"(-37.804434602338674, 144.95746132566774)",-37.804434602338674,144.95746132566774
1734,2341S,Present,"(-37.811922677781162, 144.97138444582299)",-37.811922677781162,144.97138444582299
4544,10034N,Unoccupied,"(-37.823230164105702, 144.96670537322245)",-37.823230164105702,144.96670537322245
5452,11856E,Unoccupied,"(-37.812602164161817, 144.97798046928608)",-37.812602164161817,144.97798046928608
2731,4380E,Unoccupied,"(-37.808960338575417, 144.96084169954412)",-37.808960338575417,144.96084169954412
3203,5460E,Unoccupied,"(-37.807476205020194, 144.95457845786274)",-37.807476205020194,144.95457845786274
3536,7035S,Unoccupied,"(-37.807586358458309, 144.95846472202294)",-37.807586358458309,144.95846472202294
5525,11983W,Unoccupied,"(-37.814219999526756, 144.98278546078899)",-37.814219999526756,144.98278546078899
1995,3413S,Unoccupied,"(-37.810262921262371, 144.96543570907704)",-37.810262921262371,144.96543570907704
2448,C2772,Unoccupied,"(-37.810251917784242, 144.96918056527682)",-37.810251917784242,144.96918056527682
3991,C5950,Present,"(-37.803976438147629, 144.95398474355974)",-37.803976438147629,144.95398474355974
1243,1472E,Present,"(-37.815812541135593, 144.95559238159396)",-37.815812541135593,144.95559238159396
1176,1386E,Present,"(-37.819942485970259, 144.95748695367587)",-37.819942485970259,144.95748695367587
687,350E,Present,"(-37.813708960965684, 144.97144303945288)",-37.813708960965684,144.97144303945288
2655,10159W,Unoccupied,"(-37.804653929020809, 144.94924754947715)",-37.804653929020809,144.94924754947715
2483,C2864,Present,"(-37.81066598933144, 144.96776595758183)",-37.81066598933144,144.96776595758183
4247,C6826,Unoccupied,"(-37.809458940985735, 144.9556238169763)",-37.809458940985735,144.9556238169763
5448,11848E,Unoccupied,"(-37.812807501749759, 144.97794573992485)",-37.812807501749759,144.97794573992485
5391,11748E,Unoccupied,"(-37.810195649365539, 144.97567633597964)",-37.810195649365539,144.97567633597964
5088,9886N,Unoccupied,"(-37.825457329460363, 144.96895222730694)",-37.825457329460363,144.96895222730694
5758,12433S,Unoccupied,"(-37.811912068922375, 144.97539496289204)",-37.811912068922375,144.97539496289204
5417,11785W,Unoccupied,"(-37.811530672224229, 144.97538980912998)",-37.811530672224229,144.97538980912998
4184,C6638,Present,"(-37.808506585430379, 144.95924893742722)",-37.808506585430379,144.95924893742722
5788,12504N,Unoccupied,"(-37.815220734966019, 144.9755536939636)",-37.815220734966019,144.9755536939636
5089,9887S,Unoccupied,"(-37.82555494280291, 144.96898758141737)",-37.82555494280291,144.96898758141737
3004,5062E,Unoccupied,"(-37.805122926784591, 144.95805252500634)",-37.805122926784591,144.95805252500634
6439,13705W,Present,"(-37.819643034248543, 144.94586756334979)",-37.819643034248543,144.94586756334979
2421,C2668,Present,"(-37.809675894894781, 144.97115990986117)",-37.809675894894781,144.97115990986117
6183,13256N,Present,"(-37.819895654014353, 144.94329096478006)",-37.819895654014353,144.94329096478006
1966,3346N,Present,"(-37.808969843670894, 144.96967361479835)",-37.808969843670894,144.96967361479835
3994,C5956,Present,"(-37.803902056120215, 144.95399801006752)",-37.803902056120215,144.95399801006752
1542,1912N,Present,"(-37.814484871303804, 144.96971035097545)",-37.814484871303804,144.96971035097545
6655,13006N,Unoccupied,"(-37.819793860647863, 144.95134484016143)",-37.819793860647863,144.95134484016143
1158,C1258,Unoccupied,"(-37.811747522344326, 144.95921381057883)",-37.811747522344326,144.95921381057883
1157,C1256,Present,"(-37.811769756078974, 144.95922397242657)",-37.811769756078974,144.95922397242657
5109,9910N,Unoccupied,"(-37.825553805479657, 144.96862198393421)",-37.825553805479657,144.96862198393421
5106,9904N,Unoccupied,"(-37.82552960255795, 144.96870453800989)",-37.82552960255795,144.96870453800989
6471,13802N,Unoccupied,"(-37.813815097198592, 144.94007283403153)",-37.813815097198592,144.94007283403153
6591,13791W,Present,"(-37.813069156681486, 144.94064157729275)",-37.813069156681486,144.94064157729275
5095,9893S,Unoccupied,"(-37.825609665450258, 144.96879961204431)",-37.825609665450258,144.96879961204431
5575,12083W,Unoccupied,"(-37.811095789765488, 144.9833128252393)",-37.811095789765488,144.9833128252393
5102,9900N,Unoccupied,"(-37.825513489255101, 144.9687595087068)",-37.825513489255101,144.9687595087068
5100,9898N,Unoccupied,"(-37.825505524912877, 144.96878711896767)",-37.825505524912877,144.96878711896767
5096,9894N,Unoccupied,"(-37.825489237534789, 144.96884267392758)",-37.825489237534789,144.96884267392758
5105,9903S,Unoccupied,"(-37.825701536095281, 144.96848303007926)",-37.825701536095281,144.96848303007926
5801,12530N,Unoccupied,"(-37.815316045833399, 144.97642719211157)",-37.815316045833399,144.97642719211157
6326,13470E,Unoccupied,"(-37.818666153557572, 144.94978870876241)",-37.818666153557572,144.94978870876241
6470,13800N,Present,"(-37.813790116225142, 144.94013828615101)",-37.813790116225142,144.94013828615101
6605,13839S,Present,"(-37.814620646852802, 144.94031482713643)",-37.814620646852802,144.94031482713643
5094,9892N,Unoccupied,"(-37.825481239591461, 144.96887022004739)",-37.825481239591461,144.96887022004739
581,138E,Unoccupied,"(-37.808179710218781, 144.97170075542795)",-37.808179710218781,144.97170075542795
6199,13311W,Unoccupied,"(-37.820363173561162, 144.94716061608159)",-37.820363173561162,144.94716061608159
6303,13363W,Unoccupied,"(-37.819186522727136, 144.94939008905266)",-37.819186522727136,144.94939008905266
6241,13358E,Unoccupied,"(-37.822040650709155, 144.94779778100195)",-37.822040650709155,144.94779778100195
1180,1393W,Unoccupied,"(-37.819829203711038, 144.95718357003392)",-37.819829203711038,144.95718357003392
2930,4909W,Unoccupied,"(-37.808138561545924, 144.95776691677469)",-37.808138561545924,144.95776691677469
5112,9916N,Unoccupied,"(-37.825577844802531, 144.96853934790869)",-37.825577844802531,144.96853934790869
4652,8469W,Present,"(-37.825456370793589, 144.96666833842221)",-37.825456370793589,144.96666833842221
5116,9924N,Unoccupied,"(-37.825609936325158, 144.96842939666948)",-37.825609936325158,144.96842939666948
5064,9841S,Present,"(-37.8253202292222, 144.96979032702333)",-37.8253202292222,144.96979032702333
814,C512,Present,"(-37.810541167567564, 144.96986215732051)",-37.810541167567564,144.96986215732051
1448,1718N,Present,"(-37.820737126552075, 144.95577412981106)",-37.820737126552075,144.95577412981106
847,C640,Present,"(-37.808460708606503, 144.96890772396847)",-37.808460708606503,144.96890772396847
1178,1390E,Present,"(-37.819835707471732, 144.95743813220042)",-37.819835707471732,144.95743813220042
1998,3416N,Unoccupied,"(-37.810245036972795, 144.96531129784228)",-37.810245036972795,144.96531129784228
5743,12397S,Unoccupied,"(-37.810964465705112, 144.97687562299711)",-37.810964465705112,144.97687562299711
5831,12549S,Unoccupied,"(-37.815980924175932, 144.98077872914416)",-37.815980924175932,144.98077872914416
6049,13020N,Unoccupied,"(-37.821080420028864, 144.94689159807888)",-37.821080420028864,144.94689159807888
2300,2814N,Unoccupied,"(-37.810328231400206, 144.96859771982051)",-37.810328231400206,144.96859771982051
4336,C7026,Unoccupied,"(-37.80741395336203, 144.95872640011774)",-37.80741395336203,144.95872640011774
1953,3321S,Unoccupied,"(-37.808766903794591, 144.97055226626043)",-37.808766903794591,144.97055226626043
5143,9956N,Unoccupied,"(-37.825936870987498, 144.96732739299202)",-37.825936870987498,144.96732739299202
4423,C7686,Unoccupied,"(-37.803674655319639, 144.95518377795898)",-37.803674655319639,144.95518377795898
6223,13324E,Unoccupied,"(-37.818137587973077, 144.94643655625285)",-37.818137587973077,144.94643655625285
3954,C5876,Unoccupied,"(-37.805096671111876, 144.9537847484558)",-37.805096671111876,144.9537847484558
1896,1383W,Unoccupied,"(-37.816763675051163, 144.95736731312516)",-37.816763675051163,144.95736731312516
619,76E,Unoccupied,"(-37.809829786216, 144.97232498867061)",-37.809829786216,144.97232498867061
2420,C2664,Present,"(-37.809667335504464, 144.97118892648069)",-37.809667335504464,144.97118892648069
6259,13422E,Present,"(-37.819869415259575, 144.94805364400952)",-37.819869415259575,144.94805364400952
5835,12557S,Unoccupied,"(-37.816014692287183, 144.98108320687538)",-37.816014692287183,144.98108320687538
6842,14044E,Unoccupied,"(-37.796557734547498, 144.95815710564088)",-37.796557734547498,144.95815710564088
1538,1903S,Unoccupied,"(-37.814240926492197, 144.9710888210162)",-37.814240926492197,144.9710888210162
5155,9980N,Unoccupied,"(-37.826054338059507, 144.96692366307823)",-37.826054338059507,144.96692366307823
3036,5138E,Unoccupied,"(-37.802996767691113, 144.95707038937999)",-37.802996767691113,144.95707038937999
6626,13913W,Unoccupied,"(-37.813646064908752, 144.94189644074558)",-37.813646064908752,144.94189644074558
6843,14046E,Unoccupied,"(-37.796507676565412, 144.95816339134387)",-37.796507676565412,144.95816339134387
1989,3407S,Unoccupied,"(-37.81020592606535, 144.96563071550685)",-37.81020592606535,144.96563071550685
1427,1660N,Unoccupied,"(-37.818558777419298, 144.96332111956585)",-37.818558777419298,144.96332111956585
6838,14036E,Unoccupied,"(-37.796760191910053, 144.95813214056)",-37.796760191910053,144.95813214056
1764,2392N,Present,"(-37.814685545818378, 144.96138577472976)",-37.814685545818378,144.96138577472976
5376,11726E,Unoccupied,"(-37.80986480627719, 144.97298966129887)",-37.80986480627719,144.97298966129887
1736,2343S,Present,"(-37.811941064629544, 144.97132157806129)",-37.811941064629544,144.97132157806129
1980,3392N,Present,"(-37.809977482866699, 144.96622767028441)",-37.809977482866699,144.96622767028441
2746,4574E,Unoccupied,"(-37.808096012160718, 144.9660677529875)",-37.808096012160718,144.9660677529875
5046,9823S,Unoccupied,"(-37.825152884969292, 144.97036500318049)",-37.825152884969292,144.97036500318049
5107,9906N,Unoccupied,"(-37.825537592433335, 144.96867719826153)",-37.825537592433335,144.96867719826153
6854,14068E,Unoccupied,"(-37.79582800168442, 144.95825051007211)",-37.79582800168442,144.95825051007211
6157,13204N,Unoccupied,"(-37.818596715226001, 144.94774254433506)",-37.818596715226001,144.94774254433506
1191,1405W,Unoccupied,"(-37.819118046270702, 144.95685666795006)",-37.819118046270702,144.95685666795006
876,773W,Present,"(-37.812268421291861, 144.96772844786466)",-37.812268421291861,144.96772844786466
804,C474,Present,"(-37.811464273572817, 144.97028383452596)",-37.811464273572817,144.97028383452596
2652,10153W,Unoccupied,"(-37.804817933102441, 144.94921772651412)",-37.804817933102441,144.94921772651412
741,C204,Present,"(-37.815772942558951, 144.97227090532618)",-37.815772942558951,144.97227090532618
3627,7576N,Unoccupied,"(-37.805629107241707, 144.95455722565328)",-37.805629107241707,144.95455722565328
3772,C4896,Unoccupied,"(-37.808165909320508, 144.95787423040349)",-37.808165909320508,144.95787423040349
1192,1406E,Unoccupied,"(-37.819007303305241, 144.95705620682043)",-37.819007303305241,144.95705620682043
6849,14058E,Present,"(-37.796205773768577, 144.95820091169441)",-37.796205773768577,144.95820091169441
5529,11991W,Unoccupied,"(-37.814013642148467, 144.98282073109584)",-37.814013642148467,144.98282073109584
6865,14090E,Unoccupied,"(-37.795023555882437, 144.95834537650563)",-37.795023555882437,144.95834537650563
6069,13203S,Unoccupied,"(-37.818682102416588, 144.94812927062526)",-37.818682102416588,144.94812927062526
3802,C5430,Unoccupied,"(-37.808116589398395, 144.95474717298509)",-37.808116589398395,144.95474717298509
4025,C6088,Present,"(-37.80500302625974, 144.95228985072862)",-37.80500302625974,144.95228985072862
1922,1810E,Present,"(-37.818674605380153, 144.96092587181408)",-37.818674605380153,144.96092587181408
2704,10336E,Unoccupied,"(-37.803384846298705, 144.94396542011191)",-37.803384846298705,144.94396542011191
5569,12071W,Unoccupied,"(-37.811775099883072, 144.98319907909649)",-37.811775099883072,144.98319907909649
1588,1977S,Present,"(-37.81662994246625, 144.96291312514631)",-37.81662994246625,144.96291312514631
6876,14112E,Unoccupied,"(-37.794316486079474, 144.95843097808532)",-37.794316486079474,144.95843097808532
1861,2592N,Unoccupied,"(-37.8147781176515, 144.95739065547053)",-37.8147781176515,144.95739065547053
6631,13920E,Unoccupied,"(-37.813970409121296, 144.94255032876387)",-37.813970409121296,144.94255032876387
6424,13675W,Unoccupied,"(-37.821023210880483, 144.94622953646081)",-37.821023210880483,144.94622953646081
5675,12325S,Unoccupied,"(-37.80998214143159, 144.97898719473707)",-37.80998214143159,144.97898719473707
6227,13332E,Unoccupied,"(-37.816737889952776, 144.94581850953125)",-37.816737889952776,144.94581850953125
1647,2125S,Unoccupied,"(-37.812453475238918, 144.97315165880175)",-37.812453475238918,144.97315165880175
6072,13209S,Present,"(-37.818759066557341, 144.94786376696061)",-37.818759066557341,144.94786376696061
6611,13851S,Present,"(-37.814332433774084, 144.94099267002002)",-37.814332433774084,144.94099267002002
6895,14237W,Unoccupied,"(-37.795307556404154, 144.96477966621853)",-37.795307556404154,144.96477966621853
6648,13624E,Unoccupied,"(-37.819369835785253, 144.94360547965408)",-37.819369835785253,144.94360547965408
1451,1723S,Present,"(-37.814389249249857, 144.97416454685344)",-37.814389249249857,144.97416454685344
4548,10038N,Present,"(-37.823208726354451, 144.9665668065341)",-37.823208726354451,144.9665668065341
4621,8354E,Unoccupied,"(-37.824073094819823, 144.96858847390132)",-37.824073094819823,144.96858847390132
3114,5271W,Unoccupied,"(-37.804497564431358, 144.95731746288411)",-37.804497564431358,144.95731746288411
5131,9944N,Unoccupied,"(-37.825892674819144, 144.96747883549938)",-37.825892674819144,144.96747883549938
6901,14249W,Unoccupied,"(-37.794968042334062, 144.96483685831168)",-37.794968042334062,144.96483685831168
1064,C1020,Unoccupied,"(-37.818312264992741, 144.96222100047191)",-37.818312264992741,144.96222100047191
6004,13007S,Unoccupied,"(-37.8193537398571, 144.95347880600639)",-37.8193537398571,144.95347880600639
1992,3410N,Unoccupied,"(-37.810187049612367, 144.96550959662071)",-37.810187049612367,144.96550959662071
2002,3424N,Unoccupied,"(-37.810402300635801, 144.96477289724527)",-37.810402300635801,144.96477289724527
3976,C5920,Unoccupied,"(-37.804345921495845, 144.95391903136971)",-37.804345921495845,144.95391903136971
1981,3394N,Present,"(-37.809996004587845, 144.96616377276825)",-37.809996004587845,144.96616377276825
6123,C13596,Present,"(-37.8195368909781, 144.94483506283831)",-37.8195368909781,144.94483506283831
5765,12447S,Present,"(-37.811983005070296, 144.97604299006127)",-37.811983005070296,144.97604299006127
1215,1439W,Present,"(-37.817210413393781, 144.95598197893014)",-37.817210413393781,144.95598197893014
3106,5263W,Present,"(-37.804718474643089, 144.95727522154303)",-37.804718474643089,144.95727522154303
720,553W,Present,"(-37.809477416096811, 144.96925140611302)",-37.809477416096811,144.96925140611302
5429,11810E,Unoccupied,"(-37.813891333657878, 144.97776485648691)",-37.813891333657878,144.97776485648691
2197,3871S,Unoccupied,"(-37.8115174866941, 144.95748868329645)",-37.8115174866941,144.95748868329645
5055,9832N,Unoccupied,"(-37.825087851297596, 144.97021798093562)",-37.825087851297596,144.97021798093562
2356,3086N,Unoccupied,"(-37.813298980776636, 144.95842831547526)",-37.813298980776636,144.95842831547526
6110,C13536,Present,"(-37.819308188702891, 144.94562448850758)",-37.819308188702891,144.94562448850758
3768,C4880,Unoccupied,"(-37.808380784823697, 144.95783682431374)",-37.808380784823697,144.95783682431374
3527,7015S,Unoccupied,"(-37.807394333552367, 144.95912402887325)",-37.807394333552367,144.95912402887325
591,33W,Unoccupied,"(-37.814025943795656, 144.97417621799866)",-37.814025943795656,144.97417621799866
5273,4507W,Unoccupied,"(-37.811711144519883, 144.95344803920921)",-37.811711144519883,144.95344803920921
2542,C3050,Present,"(-37.813276951171147, 144.95885266404122)",-37.813276951171147,144.95885266404122
754,C256,Unoccupied,"(-37.815334878423627, 144.97206877950464)",-37.815334878423627,144.97206877950464
3383,6209W,Present,"(-37.806285515483282, 144.95097470926495)",-37.806285515483282,144.95097470926495
2492,C2916,Unoccupied,"(-37.812418794024367, 144.96183358323538)",-37.812418794024367,144.96183358323538
2506,C2944,Present,"(-37.812659459976587, 144.96100915632314)",-37.812659459976587,144.96100915632314
875,771W,Present,"(-37.812319305476443, 144.96775142225908)",-37.812319305476443,144.96775142225908
3120,5282E,Unoccupied,"(-37.804545511350639, 144.95744017714392)",-37.804545511350639,144.95744017714392
5696,12369S,Unoccupied,"(-37.810137667157392, 144.9804022345059)",-37.810137667157392,144.9804022345059
3220,5534E,Unoccupied,"(-37.806624564858069, 144.95418989507789)",-37.806624564858069,144.95418989507789
5301,9539S,Unoccupied,"(-37.828210168263752, 144.96511451449828)",-37.828210168263752,144.96511451449828
5156,9982N,Unoccupied,"(-37.826062243784392, 144.96689826739038)",-37.826062243784392,144.96689826739038
5122,9935S,Unoccupied,"(-37.825950992489354, 144.9676286103863)",-37.825950992489354,144.9676286103863
6288,13454E,Unoccupied,"(-37.819441846452996, 144.94863393313847)",-37.819441846452996,144.94863393313847
5051,9828N,Unoccupied,"(-37.82507159646341, 144.97027343138956)",-37.82507159646341,144.97027343138956
5146,9962N,Unoccupied,"(-37.825959107857805, 144.96725084421467)",-37.825959107857805,144.96725084421467
5900,C9040,Unoccupied,"(-37.80289341662337, 144.96722047295879)",-37.80289341662337,144.96722047295879
1258,1687W,Unoccupied,"(-37.819931736576422, 144.95723109912325)",-37.819931736576422,144.95723109912325
4200,C6682,Unoccupied,"(-37.808736678079612, 144.95845516673938)",-37.808736678079612,144.95845516673938
4311,C6958,Unoccupied,"(-37.809229950896814, 144.95601853339537)",-37.809229950896814,144.95601853339537
3095,5246E,Present,"(-37.80510084909001, 144.9573328769556)",-37.80510084909001,144.9573328769556
2480,C2854,Present,"(-37.810631680778755, 144.9678860489995)",-37.810631680778755,144.9678860489995
4060,C6158,Present,"(-37.803958766381982, 144.95247461331905)",-37.803958766381982,144.95247461331905
4693,8639W,Present,"(-37.825680553319643, 144.96234838540386)",-37.825680553319643,144.96234838540386
950,C806,Present,"(-37.811378039621829, 144.96744465926923)",-37.811378039621829,144.96744465926923
4217,C6738,Present,"(-37.809303821671449, 144.95704477400295)",-37.809303821671449,144.95704477400295
6883,14213W,Unoccupied,"(-37.796093807309973, 144.96464528034539)",-37.796093807309973,144.96464528034539
6884,14215W,Unoccupied,"(-37.796037644144704, 144.96465477496491)",-37.796037644144704,144.96465477496491
2688,10197W,Unoccupied,"(-37.803609634862845, 144.94942976511823)",-37.803609634862845,144.94942976511823
5392,11750E,Unoccupied,"(-37.810165392347173, 144.97568143452946)",-37.810165392347173,144.97568143452946
2670,10179W,Unoccupied,"(-37.804094284673724, 144.94934440011031)",-37.804094284673724,144.94934440011031
2666,10174E,Unoccupied,"(-37.804214386981869, 144.94951325696209)",-37.804214386981869,144.94951325696209
1503,1861S,Unoccupied,"(-37.819291587190236, 144.95764692833347)",-37.819291587190236,144.95764692833347
5108,9908N,Unoccupied,"(-37.825545675761454, 144.968649670123)",-37.825545675761454,144.968649670123
2685,10194E,Unoccupied,"(-37.80368581491156, 144.94960640827674)",-37.80368581491156,144.94960640827674
6435,13697W,Present,"(-37.819858533470558, 144.94592368210789)",-37.819858533470558,144.94592368210789
3663,7622N,Present,"(-37.804984510900766, 144.94872561366941)",-37.804984510900766,144.94872561366941
1475,1789S,Present,"(-37.817392631179359, 144.96389994005722)",-37.817392631179359,144.96389994005722
1875,2608N,Present,"(-37.814940175564814, 144.95682583738881)",-37.814940175564814,144.95682583738881
